y1,y2,y3,y4,y5,y6,y7,y8,y9
10,SUV,SP,38,F,Casado,72838,"0,80",0
3,MONOVOLUME,MG,27,F,Casado,47520,"0,80",0
10,SUV,SP,55,F,Casado,66443,"0,83",0
10,SEDAN,SP,43,M,Solteiro,37868,"0,83",0
10,SEDAN,SP,63,M,Casado,49496,"0,12",0
4,HATCH,SP,44,F,Casado,21002,"0,34",0
10,HATCH,SP,19,F,Solteiro,20964,"0,61",0
1,SEDAN,SP,49,M,Casado,43350,"0,83",0
9,PICAPE LEVE,PR,35,M,Solteiro,33326,"0,79",0
1,HATCH,SP,59,F,Solteiro,19761,"0,82",0
1,SEDAN,SP,67,M,Casado,18109,"0,83",0
4,HATCH,SP,58,F,Casado,28066,"0,77",2
10,PICAPE LEVE,PR,65,M,Casado,9781,"0,82",0
9,HATCH,SP,28,F,Casado,19091,"0,20",0
2,HATCH,MG,72,M,Casado,15284,"0,50",0
10,SEDAN,SC,34,F,Casado,63267,"0,50",0
0,SUV,RS,77,M,Casado,79869,"0,80",0
10,SEDAN,MG,45,M,Casado,25844,"0,78",0
10,SEDAN,SP,59,F,Casado,37662,"0,30",0
9,SEDAN,SP,71,M,Viuvo,52540,"0,77",0
1,STATION WAGON,PR,45,M,Casado,18044,"0,80",0
9,HATCH,SP,66,F,Casado,35947,"0,43",0
1,HATCH,SC,36,M,Casado,20123,"0,16",0
5,HATCH,SP,62,M,Casado,28810,"0,77",0
10,SEDAN,SC,68,M,Casado,44904,"0,76",0
10,HATCH,SP,51,F,Divorciado,8652,"0,81",0
8,SUV,SP,44,M,Casado,81946,"0,76",0
2,HATCH,SP,49,M,Casado,30485,"0,01",0
1,SUV,SP,53,F,Casado,51210,"0,42",0
6,HATCH,SP,54,M,Casado,15498,"0,83",0
7,HATCH,SP,74,M,Casado,32126,"0,01",0
3,SEDAN,SP,47,F,Casado,32436,"0,25",0
1,PICAPE LEVE,PR,66,M,Casado,32307,"0,77",0
10,SEDAN,SP,60,M,Casado,54253,"0,77",0
10,STATION WAGON,PR,64,F,Divorciado,32341,"0,20",3
0,SEDAN,SP,52,F,Casado,25045,"0,24",0
4,SEDAN,SP,59,M,Casado,14541,"0,77",0
10,SUV,SP,72,F,Casado,58813,"0,79",0
6,HATCH,SP,41,F,Casado,32781,"0,20",0
2,HATCH,SP,40,M,Casado,40801,"0,30",0
3,SUV,SP,65,M,Casado,65815,"0,79",0
1,STATION WAGON,SP,34,F,Casado,24651,"0,81",0
10,SUV,SP,57,F,Casado,49435,"0,26",0
10,HATCH,SP,50,F,Casado,27920,"0,78",0
10,SEDAN,SP,56,F,Casado,18582,"0,82",0
4,PICAPE LEVE,PR,71,M,Casado,23220,"0,82",0
0,HATCH,RJ,60,M,Casado,36103,"0,77",3
3,HATCH,SP,28,F,Solteiro,26364,"0,82",0
1,STATION WAGON,DF,82,M,Casado,36319,"0,63",0
10,HATCH,SP,54,F,Divorciado,23339,"0,39",0
10,PICAPE PESADA,MG,49,M,Casado,69055,"0,08",0
3,SUV,SP,68,F,Viuvo,56907,"0,79",0
5,SEDAN,RS,41,F,Casado,23591,"0,80",0
10,MONOVOLUME,SP,45,M,Casado,47985,"0,82",0
1,HATCH,SP,58,M,Casado,24886,"0,65",0
2,PICAPE LEVE,SP,32,M,Casado,19505,"0,77",0
0,MONOVOLUME,SP,45,F,Casado,25810,"0,77",0
1,STATION WAGON,MG,42,M,Divorciado,25112,"0,01",0
10,HATCH,SP,51,F,Casado,42704,"0,76",0
10,SEDAN,SP,43,M,Casado,41617,"0,80",0
4,HATCH,SP,55,F,Divorciado,17186,"0,81",0
10,SEDAN,SP,57,F,Casado,46740,"0,70",0
10,PICAPE LEVE,SP,74,M,Casado,36929,"0,80",0
10,HATCH,SP,34,M,Casado,17922,"0,78",0
10,HATCH,SP,64,F,Divorciado,34142,"0,81",0
10,PICAPE PESADA,SP,46,F,Casado,66556,"0,52",0
10,HATCH,SP,35,M,Casado,41982,"0,04",0
8,SUV,SP,57,F,Casado,43019,"0,80",0
3,STATION WAGON,SP,40,M,Casado,25685,"0,78",0
3,SEDAN,SP,40,F,Casado,25046,"0,03",0
0,SEDAN,SP,66,M,Casado,60278,"0,81",0
4,MONOVOLUME,SP,29,F,Solteiro,63342,"0,10",0
10,MONOVOLUME,SP,53,M,Casado,46171,"0,20",0
1,SEDAN,MG,50,M,Casado,37241,"0,77",0
10,HATCH,SP,35,F,Casado,37102,"0,77",0
10,SUV,SP,55,F,Casado,52478,"0,81",0
10,PICAPE LEVE,SP,58,M,Casado,44522,"0,76",0
7,STATION WAGON,SP,73,M,Casado,10914,"0,44",0
9,SEDAN,SP,69,M,Solteiro,11051,"0,76",0
10,MONOVOLUME,SP,62,M,Casado,57109,"0,77",0
9,SEDAN,SP,51,M,Casado,27454,"0,82",0
10,SEDAN,SP,69,F,Casado,28196,"0,01",0
0,HATCH,DF,68,M,Casado,38476,"0,79",0
10,HATCH,PR,66,M,Casado,21078,"0,69",0
8,HATCH,SP,40,F,Solteiro,22067,"0,80",0
9,SUV,MG,37,M,Casado,60219,"0,80",0
4,PICAPE LEVE,SP,48,M,Divorciado,27886,"0,01",0
10,SEDAN,SP,67,M,Casado,62970,"0,77",0
10,SEDAN,DF,32,M,Casado,45171,"0,38",2
0,HATCH,SP,44,F,Casado,36103,"0,49",0
4,STATION WAGON,RS,66,F,Viuvo,27555,"0,76",0
8,SUV,SP,65,M,Casado,51819,"0,58",0
2,SEDAN,RJ,59,M,Casado,22059,"0,04",0
9,PICAPE LEVE,SP,63,M,Casado,15201,"0,82",0
10,SEDAN,SP,48,F,Casado,30002,"0,76",0
2,STATION WAGON,SP,61,F,Casado,33784,"0,80",0
2,SEDAN,MG,64,M,Divorciado,23815,"0,78",0
10,HATCH,PE,40,F,Solteiro,36089,"0,05",0
10,SEDAN,SP,49,M,Casado,21256,"0,76",0
4,SEDAN,SP,70,F,Solteiro,12652,"0,79",0
2,CAMIONETA LEVE,SP,50,M,Casado,26287,"0,80",0
10,HATCH,SP,65,M,Casado,23978,"0,81",0
10,SEDAN,SP,82,M,Viuvo,42086,"0,81",0
2,HATCH,SP,59,M,Casado,19091,"0,78",0
4,MONOVOLUME,GO,46,F,Casado,24569,"0,01",0
1,HATCH,SP,32,M,Casado,17186,"0,48",0
0,PICAPE LEVE,SP,23,F,Solteiro,34477,"0,79",0
2,SEDAN,CE,51,M,Casado,43799,"0,80",0
1,MONOVOLUME,SP,54,M,Casado,27598,"0,46",0
8,SEDAN,SP,38,F,Casado,18176,"0,82",0
8,SEDAN,SP,45,M,Casado,48299,"0,82",2
10,HATCH,SP,63,F,Solteiro,35333,"0,71",1
10,HATCH,SP,83,M,Casado,37414,"0,78",0
4,PICAPE PESADA,SP,63,M,Casado,54460,"0,35",0
2,HATCH,RS,71,M,Casado,23898,"0,77",0
2,HATCH,SP,61,F,Casado,7773,"0,77",0
10,HATCH,PR,57,F,Viuvo,15513,"0,77",0
10,SUV,MG,43,F,Casado,46710,"0,39",0
4,SEDAN,SP,74,M,Casado,48194,"0,81",0
2,SUV,PR,70,M,Casado,32478,"0,80",0
2,SEDAN,SP,53,M,Casado,42086,"0,83",0
10,PICAPE PESADA,SP,48,M,Casado,22994,"0,04",0
9,SUV,SP,55,F,Solteiro,30009,"0,78",0
10,MONOVOLUME,SP,61,F,Divorciado,51398,"0,82",0
10,HATCH,SP,65,M,Casado,11180,"0,55",2
2,MONOVOLUME,RJ,57,F,Divorciado,26101,"0,80",0
10,MONOVOLUME,SP,34,F,Casado,46823,"0,78",0
3,SUV,SP,49,M,Casado,83366,"0,80",0
4,SEDAN,SP,68,M,Casado,64898,"0,78",0
6,SUV,SP,32,F,Casado,49784,"0,76",0
8,PICAPE LEVE,SP,67,M,Casado,41671,"0,81",0
10,SEDAN,SP,82,M,Divorciado,20408,"0,77",1
0,SEDAN,SP,35,M,Casado,53380,"0,81",1
10,STATION WAGON,SP,60,M,Casado,24141,"0,76",0
9,SUV,SP,53,M,Casado,51384,"0,77",0
8,PICAPE PESADA,RS,69,M,Casado,67029,"0,81",0
9,HATCH,SP,50,M,Casado,11749,"0,76",0
10,SEDAN,RS,51,M,Casado,21699,"0,48",0
6,HATCH,PE,45,F,Casado,41289,"0,76",0
1,HATCH,SP,36,M,Casado,18719,"0,78",0
10,STATION WAGON,SP,80,F,Casado,29732,"0,44",0
7,SUV,BA,35,F,Casado,82706,"0,83",0
6,SEDAN,PR,53,F,Casado,21854,"0,80",0
1,SUV,MG,63,M,Casado,30080,"0,01",0
9,SEDAN,SP,62,M,Solteiro,36478,"0,66",0
3,HATCH,SP,29,F,Casado,16072,"0,76",0
10,SEDAN,SP,52,M,Casado,18615,"0,82",0
10,SEDAN,SP,48,F,Casado,19608,"0,77",0
9,STATION WAGON,SP,45,F,Solteiro,14541,"0,77",0
10,SUV,PR,66,M,Casado,86800,"0,78",0
2,HATCH,SP,51,F,Solteiro,11774,"0,82",0
10,SEDAN,SP,77,M,Casado,23944,"0,76",0
2,HATCH,SP,60,M,Casado,28776,"0,03",0
0,HATCH,RS,76,F,Casado,24120,"0,81",0
10,SUV,SP,49,F,Casado,52478,"0,82",1
10,PICAPE PESADA,PR,60,M,Casado,83165,"0,79",0
10,HATCH,PR,43,F,Casado,13654,"0,80",0
9,SEDAN,SP,49,M,Casado,31239,"0,10",0
10,SEDAN,SP,71,M,Casado,88720,"0,77",1
5,HATCH,SP,34,M,Solteiro,44556,"0,81",0
10,HATCH,SP,73,M,Casado,80523,"0,81",0
10,SUV,SP,62,F,Divorciado,62436,"0,24",0
10,SEDAN,SP,69,M,Casado,44243,"0,05",0
6,PICAPE LEVE,PR,56,M,Casado,34477,"0,77",0
2,HATCH,PE,53,M,Casado,60748,"0,29",0
9,HATCH,SP,62,M,Solteiro,19690,"0,78",0
6,HATCH,SP,70,F,Viuvo,17818,"0,03",0
10,MONOVOLUME,SP,57,M,Casado,33710,"0,76",0
3,HATCH,SP,65,M,Casado,22841,"0,78",0
10,SEDAN,SP,55,M,Casado,20107,"0,79",0
10,PICAPE LEVE,SP,48,M,Casado,19909,"0,76",0
10,MONOVOLUME,SP,45,M,Divorciado,43859,"0,80",0
10,HATCH,SP,75,M,Casado,12758,"0,77",0
5,HATCH,SP,25,F,Solteiro,39458,"0,31",0
1,HATCH,SP,77,F,Viuvo,15890,"0,82",0
0,PICAPE LEVE,PR,33,M,Solteiro,33350,"0,08",0
10,SEDAN,SP,64,F,Casado,30572,"0,82",0
3,SUV,SP,45,F,Casado,48066,"0,79",0
1,HATCH,SP,62,M,Casado,25780,"0,06",0
4,HATCH,SC,37,M,Casado,17927,"0,77",0
0,HATCH,SP,46,M,Casado,26671,"0,80",0
6,HATCH,SP,67,M,Casado,17927,"0,65",0
10,MONOVOLUME,SP,40,F,Casado,28196,"0,79",0
6,PICAPE LEVE,MG,54,F,Casado,35406,"0,41",0
10,SEDAN,SP,55,M,Casado,15944,"0,82",0
10,PICAPE PESADA,SP,66,M,Casado,35491,"0,79",0
0,SUV,RS,46,F,Casado,49784,"0,18",0
10,MONOVOLUME,SP,53,M,Casado,17560,"0,80",0
3,SEDAN,SP,63,M,Casado,46019,"0,77",0
0,MONOVOLUME,SP,30,F,Solteiro,25956,"0,82",0
7,HATCH,SP,75,F,Casado,13784,"0,82",0
10,SEDAN,MG,78,M,Casado,93518,"0,79",2
8,SEDAN,MG,47,M,Casado,51660,"0,24",0
7,MONOVOLUME,SP,37,F,Casado,24774,"0,77",0
2,SUV,PE,56,M,Casado,36093,"0,81",0
2,HATCH,SP,73,F,Casado,58591,"0,78",0
5,SUV,SP,61,M,Casado,32478,"0,07",0
10,SEDAN,SP,51,M,Casado,12946,"0,22",0
6,SEDAN,SP,53,M,Casado,15742,"0,82",0
1,SUV,SP,62,F,Casado,49893,"0,82",0
1,HATCH,SP,20,M,Solteiro,38307,"0,08",0
6,SEDAN,PA,36,M,Solteiro,48628,"0,77",0
10,HATCH,SP,67,M,Casado,8386,"0,81",0
8,MONOVOLUME,SP,67,M,Casado,46762,"0,82",0
10,HATCH,SP,44,F,Divorciado,30159,"0,79",0
9,HATCH,PR,61,F,Casado,42424,"0,80",0
10,MONOVOLUME,SP,43,F,Solteiro,35561,"0,79",0
4,PICAPE LEVE,RS,78,M,Casado,36205,"0,78",0
8,HATCH,MG,55,F,Casado,34337,"0,01",0
5,SUV,SP,36,M,Casado,46548,"0,76",0
2,SEDAN,SP,61,M,Casado,33956,"0,83",0
10,SEDAN,SP,51,F,Solteiro,21352,"0,76",0
5,SEDAN,RJ,32,F,Casado,19608,"0,82",0
9,SEDAN,SP,37,M,Divorciado,14867,"0,82",0
8,SEDAN,SP,50,F,Casado,11255,"0,44",0
10,HATCH,SP,82,F,Viuvo,12568,"0,52",0
3,HATCH,SP,64,F,Solteiro,8629,"0,82",0
7,MONOVOLUME,RS,55,F,Casado,32669,"0,29",0
10,SEDAN,MG,42,M,Casado,43799,"0,78",0
10,SUV,SP,51,M,Casado,46062,"0,81",0
10,HATCH,SP,80,M,Casado,23110,"0,33",0
10,SEDAN,SP,42,F,Casado,71278,"0,78",0
10,SEDAN,SP,37,M,Casado,56078,"0,79",0
10,SEDAN,SP,44,M,Casado,35745,"0,82",0
5,SEDAN,SP,65,M,Casado,37868,"0,76",0
10,SUV,SP,45,F,Casado,81735,"0,84",0
7,SUV,SP,42,M,Casado,37211,"0,77",0
1,PICAPE PESADA,MG,57,M,Casado,78618,"0,76",0
1,MONOVOLUME,SP,60,F,Casado,55508,"0,77",0
9,HATCH,SP,59,M,Divorciado,44621,"0,38",0
10,SUV,SP,41,F,Casado,52478,"0,68",0
3,SEDAN,SP,38,F,Casado,14192,"0,77",0
8,MONOVOLUME,SP,39,M,Casado,23391,"0,82",0
10,SUV,SP,63,F,Casado,43016,"0,17",0
10,SEDAN,SP,36,F,Casado,32141,"0,37",0
10,SEDAN,SP,34,M,Casado,28983,"0,67",0
4,SEDAN,SP,69,M,Casado,23487,"0,83",0
10,SEDAN,SP,31,F,Casado,64012,"0,64",0
4,MONOVOLUME,RS,35,F,Solteiro,18944,"0,78",0
10,SEDAN,SP,50,M,Casado,13778,"0,81",0
3,SEDAN,MG,68,M,Casado,14177,"0,81",0
10,SEDAN,SP,61,M,Casado,56018,"0,76",0
10,PICAPE MEDIA,PR,65,M,Casado,67103,"0,06",0
10,HATCH,SP,57,M,Casado,40368,"0,18",0
10,SEDAN,BA,56,F,Casado,60278,"0,21",0
9,SUV,PB,50,F,Casado,92675,"0,77",0
9,SEDAN,SP,43,M,Casado,21764,"0,83",0
1,HATCH,MG,66,M,Casado,30769,"0,01",0
10,MONOVOLUME,SP,63,M,Casado,21963,"0,01",0
2,HATCH,SP,23,M,Solteiro,14258,"0,80",0
10,SEDAN,SP,48,M,Casado,39402,"0,76",0
10,SUV,SP,62,M,Casado,60325,"0,76",0
10,SUV,SP,64,F,Casado,48066,"0,76",0
10,MONOVOLUME,SP,65,F,Casado,23391,"0,78",0
0,SUV,SP,63,F,Viuvo,44775,"0,52",0
3,MONOVOLUME,SP,53,M,Casado,60297,"0,01",0
3,HATCH,RS,67,F,Casado,11338,"0,76",0
10,SEDAN,SP,24,F,Solteiro,18026,"0,77",0
1,CAMIONETA LEVE,MG,41,M,Casado,17809,"0,08",0
7,HATCH,SP,68,F,Casado,24908,"0,23",0
9,HATCH,SP,48,F,Casado,24285,"0,84",0
5,HATCH,PE,25,M,Solteiro,41982,"0,05",0
10,HATCH,SP,50,M,Viuvo,31015,"0,78",0
10,MONOVOLUME,SP,41,F,Solteiro,33830,"0,79",0
3,HATCH,SP,42,M,Casado,42933,"0,84",0
10,PICAPE PESADA,SP,50,F,Casado,85203,"0,82",0
1,HATCH,SP,40,M,Casado,40773,"0,78",0
10,HATCH,SP,45,F,Divorciado,28776,"0,80",0
10,HATCH,SP,75,M,Casado,7069,"0,82",0
6,SEDAN,SP,53,M,Casado,82871,"0,77",0
10,MONOVOLUME,SP,42,F,Divorciado,24486,"0,81",0
3,SEDAN,SP,68,F,Viuvo,12946,"0,28",0
2,SEDAN,GO,55,M,Casado,15298,"0,76",0
9,HATCH,SP,33,F,Casado,23329,"0,80",0
10,SEDAN,SP,54,M,Casado,18615,"0,81",0
5,MONOVOLUME,SP,60,M,Casado,58570,"0,62",0
1,HATCH,SP,58,M,Casado,36972,"0,79",0
1,SEDAN,SP,56,F,Casado,59696,"0,83",0
0,SEDAN,PB,40,M,Casado,62104,"0,83",0
7,MONOVOLUME,SP,52,F,Casado,32075,"0,29",0
3,PICAPE PESADA,RS,63,M,Casado,47548,"0,82",0
9,HATCH,SP,27,F,Solteiro,21825,"0,04",0
3,SUV,DF,64,M,Casado,80973,"0,08",0
10,HATCH,SP,44,M,Casado,21251,"0,19",0
8,HATCH,SP,67,F,Divorciado,26079,"0,24",0
10,SUV,PR,54,F,Divorciado,59946,"0,76",0
1,PICAPE LEVE,SP,52,M,Casado,19000,"0,77",0
4,HATCH,SP,47,M,Casado,13900,"0,78",0
2,SUV,SP,37,F,Casado,56760,"0,45",0
10,MONOVOLUME,SP,42,M,Casado,42042,"0,82",0
10,STATION WAGON,SP,82,F,Solteiro,12715,"0,81",0
2,HATCH,DF,64,M,Divorciado,30719,"0,09",0
10,SEDAN,RS,72,F,Casado,41521,"0,76",0
8,SEDAN,SP,58,F,Casado,65949,"0,61",0
6,SUV,SP,34,F,Casado,80114,"0,76",0
1,HATCH,SP,42,M,Casado,19171,"0,82",0
10,SUV,SP,48,F,Casado,49751,"0,22",0
0,SEDAN,SP,35,F,Casado,35116,"0,81",0
3,HATCH,CE,41,F,Casado,48408,"0,39",0
10,HATCH,SP,54,M,Casado,29721,"0,55",0
3,SEDAN,SP,37,M,Casado,41454,"0,79",0
5,STATION WAGON,RS,58,F,Divorciado,15638,"0,78",0
4,SEDAN,SP,53,F,Casado,35548,"0,81",0
10,SEDAN,SP,55,F,Casado,48299,"0,18",0
4,MONOVOLUME,SP,51,F,Casado,31619,"0,77",0
6,JIPE,SP,60,M,Casado,0,"0,82",0
8,HATCH,SP,33,F,Solteiro,30857,"0,81",0
5,HATCH,SP,57,M,Casado,17818,"0,81",0
9,SEDAN,SP,70,M,Casado,29575,"0,79",0
10,HATCH,SP,42,M,Casado,31841,"0,76",0
10,PICAPE LEVE,SP,34,M,Casado,24099,"0,78",0
6,HATCH,SP,51,M,Casado,25045,"0,82",0
6,SEDAN,RJ,43,M,Casado,24030,"0,82",0
0,SEDAN,SP,39,F,Casado,31592,"0,76",0
3,SEDAN,SP,51,F,Divorciado,21066,"0,83",0
10,SEDAN,SP,47,M,Casado,58823,"0,28",0
10,SUV,SP,55,M,Casado,80762,"0,38",0
1,SEDAN,SP,32,M,Casado,32796,"0,27",0
4,HATCH,BA,35,M,Solteiro,40501,"0,63",0
4,MONOVOLUME,SP,51,F,Casado,41205,"0,79",0
3,HATCH,MG,45,M,Casado,26799,"0,14",0
6,HATCH,SP,70,M,Casado,22286,"0,79",0
10,HATCH,SP,44,F,Solteiro,24584,"0,84",0
2,HATCH,SP,53,F,Casado,16739,"0,82",0
10,SUV,DF,52,F,Solteiro,56760,"0,49",0
10,HATCH,RS,43,F,Casado,41688,"0,80",0
1,HATCH,SP,67,M,Casado,19009,"0,78",0
1,PICAPE PESADA,MG,48,M,Casado,36106,"0,56",0
9,SEDAN,SC,78,M,Casado,56274,"0,77",0
3,SEDAN,SP,59,M,Casado,32436,"0,78",0
8,SEDAN,MG,45,M,Solteiro,39741,"0,42",0
10,SEDAN,SP,34,M,Casado,28390,"0,73",0
8,SEDAN,SP,61,F,Casado,20028,"0,76",0
10,HATCH,SP,30,M,Casado,25854,"0,82",0
0,SUV,SP,44,F,Casado,74876,"0,84",0
8,HATCH,RS,38,F,Solteiro,13350,"0,80",0
10,SEDAN,PR,85,M,Casado,65949,"0,01",0
8,PICAPE PESADA,PE,59,M,Casado,41356,"0,48",0
7,PICAPE LEVE,SP,29,F,Casado,13684,"0,64",0
6,PICAPE LEVE,MG,60,M,Casado,23918,"0,79",0
5,SEDAN,PR,60,M,Casado,23404,"0,02",0
7,SEDAN,SP,32,M,Casado,14169,"0,82",0
0,SUV,SP,30,M,Casado,36549,"0,01",0
0,HATCH,SP,65,M,Casado,19974,"0,49",0
10,SUV,SP,55,F,Casado,100075,"0,24",0
3,PICAPE LEVE,SP,69,M,Casado,35170,"0,79",0
10,SUV,SP,67,M,Casado,46062,"0,79",0
0,PICAPE LEVE,SP,43,F,Casado,27794,"0,83",0
10,HATCH,SP,48,F,Casado,12265,"0,78",0
10,PICAPE LEVE,SP,69,M,Casado,17647,"0,79",0
10,SEDAN,SP,31,F,Casado,75025,"0,78",0
8,SEDAN,SP,57,M,Casado,30637,"0,79",0
10,SEDAN,SP,63,M,Casado,41797,"0,83",0
1,MONOVOLUME,SP,74,F,Casado,55528,"0,77",0
10,HATCH,SC,59,M,Casado,66810,"0,39",0
6,HATCH,DF,41,F,Casado,33650,"0,17",0
10,HATCH,SP,61,F,Solteiro,40292,"0,81",0
0,MONOVOLUME,SP,52,F,Casado,61618,"0,83",0
10,HATCH,SP,34,F,Casado,33727,"0,64",0
10,SEDAN,SP,67,M,Casado,65833,"0,07",0
10,SUV,MT,84,M,Casado,68495,"0,81",0
5,PICAPE LEVE,SP,38,M,Casado,15201,"0,83",0
0,PICAPE PESADA,SP,48,M,Casado,44745,"0,04",0
10,SUV,SP,39,F,Casado,60219,"0,79",0
1,SEDAN,SP,47,M,Casado,43440,"0,19",0
10,HATCH,SP,60,M,Casado,17238,"0,78",0
10,PICAPE PESADA,AM,54,M,Casado,46371,"0,79",1
10,SEDAN,GO,47,F,Casado,53572,"0,81",1
10,HATCH,SP,62,M,Casado,28431,"0,80",0
10,HATCH,SP,54,M,Casado,28698,"0,80",0
1,SEDAN,CE,46,M,Casado,24958,"0,01",0
10,PICAPE LEVE,SP,60,M,Casado,20301,"0,79",0
10,HATCH,MT,50,M,Casado,24929,"0,56",0
3,SUV,SP,41,M,Casado,34125,"0,82",0
1,MONOVOLUME,SP,76,M,Casado,23524,"0,81",0
2,HATCH,SP,61,M,Casado,18206,"0,79",0
10,HATCH,SP,45,M,Casado,16572,"0,81",0
1,SEDAN,SP,45,F,Casado,15742,"0,81",0
10,MONOVOLUME,SP,62,F,Divorciado,41770,"0,82",0
2,SEDAN,SP,37,M,Casado,21328,"0,10",0
7,SUV,SP,47,F,Casado,49751,"0,78",0
10,SEDAN,SP,80,M,Casado,45325,"0,78",0
8,HATCH,SP,59,F,Casado,17324,"0,68",0
7,MONOVOLUME,SP,42,F,Casado,27405,"0,08",0
0,SUV,MG,55,M,Casado,50812,"0,10",0
3,HATCH,SP,37,F,Solteiro,37994,"0,80",0
2,SEDAN,SP,60,M,Casado,46198,"0,77",0
3,HATCH,SP,58,M,Casado,25015,"0,78",0
10,SEDAN,MG,47,M,Casado,23758,"0,01",0
10,HATCH,SP,43,F,Casado,19073,"0,78",0
6,HATCH,DF,62,M,Casado,28731,"0,80",0
1,SUV,SP,49,F,Casado,54451,"0,81",0
4,SEDAN,SP,73,M,Casado,17645,"0,82",0
9,SUV,SP,56,M,Casado,32478,"0,56",0
10,HATCH,SP,70,F,Casado,11513,"0,81",0
10,HATCH,SP,71,F,Casado,9351,"0,76",0
10,HATCH,SP,54,M,Casado,33110,"0,12",0
4,SEDAN,RS,28,M,Solteiro,22692,"0,34",0
2,SUV,SP,70,M,Casado,68413,"0,77",0
10,PICAPE PESADA,SP,37,M,Casado,20412,"0,79",0
0,PICAPE LEVE,SP,39,M,Casado,37976,"0,84",0
0,HATCH,MG,33,F,Casado,34325,"0,83",0
3,PICAPE LEVE,SP,53,M,Casado,11395,"0,83",0
0,HATCH,MG,34,F,Solteiro,25520,"0,06",0
2,HATCH,PR,34,M,Casado,25854,"0,69",0
10,PICAPE LEVE,SP,72,M,Casado,26039,"0,79",0
10,SEDAN,SP,51,F,Solteiro,18928,"0,83",0
3,HATCH,SC,29,F,Solteiro,11842,"0,76",0
10,SEDAN,SP,60,M,Solteiro,22066,"0,77",0
10,PICAPE LEVE,SP,83,M,Casado,10739,"0,78",0
2,SUV,RS,39,M,Casado,43673,"0,80",0
4,MONOVOLUME,SP,43,M,Casado,18944,"0,81",0
6,MONOVOLUME,SP,73,M,Casado,33710,"0,82",0
9,MONOVOLUME,PR,62,F,Casado,29022,"0,77",0
0,PICAPE LEVE,SC,65,M,Casado,36205,"0,73",0
0,MONOVOLUME,SP,60,M,Casado,28196,"0,77",0
1,HATCH,PR,27,M,Casado,20385,"0,80",0
3,HATCH,SP,67,M,Casado,17795,"0,60",0
10,SEDAN,SC,54,M,Casado,34806,"0,83",0
4,SUV,SP,44,F,Divorciado,65815,"0,17",0
5,HATCH,SP,32,M,Solteiro,15952,"0,38",0
7,HATCH,PR,60,M,Casado,16872,"0,77",0
0,SUV,SC,63,M,Casado,54510,"0,78",0
9,HATCH,SP,47,F,Casado,14178,"0,82",0
9,SUV,SP,35,M,Casado,47685,"0,76",0
10,HATCH,SP,54,F,Casado,29179,"0,82",0
10,STATION WAGON,RS,54,M,Casado,65755,"0,46",0
10,HATCH,SP,65,M,Casado,26212,"0,77",0
9,HATCH,SP,55,F,Solteiro,24832,"0,78",1
4,PICAPE LEVE,SP,62,M,Casado,22129,"0,83",2
10,HATCH,RS,34,M,Casado,38318,"0,37",0
5,HATCH,SP,55,M,Casado,29383,"0,70",0
10,HATCH,SP,61,M,Casado,7740,"0,80",0
1,HATCH,SP,34,F,Solteiro,22481,"0,14",3
6,HATCH,SP,44,F,Casado,32985,"0,80",0
2,PICAPE LEVE,PR,63,M,Casado,15201,"0,81",0
3,HATCH,MG,50,F,Casado,20100,"0,78",0
10,HATCH,ES,55,M,Casado,37701,"0,79",0
5,SUV,RS,43,M,Casado,74692,"0,84",0
10,MONOVOLUME,SP,61,F,Solteiro,55469,"0,83",0
2,HATCH,SP,47,F,Casado,16151,"0,78",1
1,SUV,SP,59,F,Casado,87105,"0,67",0
10,HATCH,SP,53,F,Casado,13403,"0,81",0
0,SEDAN,SP,55,F,Casado,60278,"0,84",0
3,SEDAN,SP,37,M,Casado,46136,"0,78",0
10,HATCH,SP,61,F,Divorciado,11775,"0,81",1
4,SUV,SC,32,M,Solteiro,43019,"0,79",0
10,PICAPE PESADA,SP,69,M,Casado,29656,"0,07",0
10,HATCH,SP,31,M,Casado,39703,"0,77",0
0,SEDAN,SP,54,F,Divorciado,19608,"0,05",0
10,PICAPE LEVE,SP,73,M,Casado,14121,"0,80",0
6,HATCH,SP,71,M,Casado,24501,"0,81",0
10,HATCH,MG,53,F,Divorciado,24309,"0,83",0
4,HATCH,SP,32,M,Casado,24993,"0,78",0
1,SEDAN,SP,35,M,Solteiro,43962,"0,82",0
8,HATCH,SP,63,M,Casado,19171,"0,06",0
10,SUV,SP,69,F,Solteiro,45969,"0,76",0
10,PICAPE LEVE,SP,44,M,Casado,34794,"0,81",0
6,PICAPE LEVE,SP,63,F,Casado,17142,"0,79",0
9,HATCH,SP,65,F,Casado,11732,"0,82",0
9,SUV,BA,51,M,Casado,82138,"0,38",0
7,SEDAN,SP,34,F,Casado,67528,"0,81",0
7,HATCH,SP,53,M,Casado,10806,"0,81",0
10,SEDAN,RS,46,M,Casado,36478,"0,76",0
10,MONOVOLUME,PR,65,F,Casado,12357,"0,83",0
10,HATCH,SP,49,M,Casado,21839,"0,81",0
10,MONOVOLUME,SP,61,M,Casado,32425,"0,76",0
2,SEDAN,SP,60,M,Divorciado,30237,"0,80",0
10,SUV,PR,45,F,Casado,33020,"0,79",0
9,SEDAN,SP,40,F,Casado,17613,"0,74",0
10,STATION WAGON,PR,63,M,Casado,29401,"0,76",0
