tipo	idade	sexo	civil	valor	expos	nsinist
hatch	62	M	Solteiro	19.69	0.78	0
hatch	70	F	Viuvo	17.818	0.03	0
mono	57	M	Casado	33.71	0.76	0
hatch	65	M	Casado	22.841	0.78	0
sedan	55	M	Casado	20.107	0.79	0
picape	48	M	Casado	19.909	0.76	0
mono	45	M	Divorciado	43.859	0.8	0
hatch	75	M	Casado	12.758	0.77	0
hatch	25	F	Solteiro	39.458	0.31	0
hatch	77	F	Viuvo	15.89	0.82	0
picape	33	M	Solteiro	33.35	0.08	0
sedan	64	F	Casado	30.572	0.82	0
suv	45	F	Casado	48.066	0.79	0
hatch	62	M	Casado	25.78	0.06	0
hatch	37	M	Casado	17.927	0.77	0
hatch	46	M	Casado	26.671	0.8	0
hatch	67	M	Casado	17.927	0.65	0
mono	40	F	Casado	28.196	0.79	0
picape	54	F	Casado	35.406	0.41	0
sedan	55	M	Casado	15.944	0.82	0
picape	66	M	Casado	35.491	0.79	0
suv	46	F	Casado	49.784	0.18	0
mono	53	M	Casado	17.56	0.8	0
sedan	63	M	Casado	46.019	0.77	0
mono	30	F	Solteiro	25.956	0.82	0
hatch	75	F	Casado	13.784	0.82	0
sedan	78	M	Casado	93.518	0.79	2
sedan	47	M	Casado	51.66	0.24	0
mono	37	F	Casado	24.774	0.77	0
suv	56	M	Casado	36.093	0.81	0
hatch	73	F	Casado	58.591	0.78	0
suv	61	M	Casado	32.478	0.07	0
sedan	51	M	Casado	12.946	0.22	0
sedan	53	M	Casado	15.742	0.82	0
suv	62	F	Casado	49.893	0.82	0
hatch	20	M	Solteiro	38.307	0.08	0
sedan	36	M	Solteiro	48.628	0.77	0
hatch	67	M	Casado	8.386	0.81	0
mono	67	M	Casado	46.762	0.82	0
hatch	44	F	Divorciado	30.159	0.79	0
hatch	61	F	Casado	42.424	0.8	0
mono	43	F	Solteiro	35.561	0.79	0
picape	78	M	Casado	36.205	0.78	0
hatch	55	F	Casado	34.337	0.01	0
suv	36	M	Casado	46.548	0.76	0
sedan	61	M	Casado	33.956	0.83	0
sedan	51	F	Solteiro	21.352	0.76	0
sedan	32	F	Casado	19.608	0.82	0
sedan	37	M	Divorciado	14.867	0.82	0
sedan	50	F	Casado	11.255	0.44	0
hatch	82	F	Viuvo	12.568	0.52	0
hatch	64	F	Solteiro	8.629	0.82	0
mono	55	F	Casado	32.669	0.29	0
sedan	42	M	Casado	43.799	0.78	0
suv	51	M	Casado	46.062	0.81	0
hatch	80	M	Casado	23.11	0.33	0
sedan	42	F	Casado	71.278	0.78	0
sedan	37	M	Casado	56.078	0.79	0
sedan	44	M	Casado	35.745	0.82	0
sedan	65	M	Casado	37.868	0.76	0
suv	45	F	Casado	81.735	0.84	0
suv	42	M	Casado	37.211	0.77	0
picape	57	M	Casado	78.618	0.76	0
mono	60	F	Casado	55.508	0.77	0
hatch	59	M	Divorciado	44.621	0.38	0
suv	41	F	Casado	52.478	0.68	0
sedan	38	F	Casado	14.192	0.77	0
mono	39	M	Casado	23.391	0.82	0
suv	63	F	Casado	43.016	0.17	0
sedan	36	F	Casado	32.141	0.37	0
sedan	34	M	Casado	28.983	0.67	0
sedan	69	M	Casado	23.487	0.83	0
sedan	31	F	Casado	64.012	0.64	0
mono	35	F	Solteiro	18.944	0.78	0
sedan	50	M	Casado	13.778	0.81	0
sedan	68	M	Casado	14.177	0.81	0
sedan	61	M	Casado	56.018	0.76	0
picape	65	M	Casado	67.103	0.06	0
hatch	57	M	Casado	40.368	0.18	0
sedan	56	F	Casado	60.278	0.21	0
suv	50	F	Casado	92.675	0.77	0
sedan	43	M	Casado	21.764	0.83	0
hatch	66	M	Casado	30.769	0.01	0
mono	63	M	Casado	21.963	0.01	0
hatch	23	M	Solteiro	14.258	0.8	0
sedan	48	M	Casado	39.402	0.76	0
suv	62	M	Casado	60.325	0.76	0
suv	64	F	Casado	48.066	0.76	0
mono	65	F	Casado	23.391	0.78	0
suv	63	F	Viuvo	44.775	0.52	0
mono	53	M	Casado	60.297	0.01	0
hatch	67	F	Casado	11.338	0.76	0
sedan	24	F	Solteiro	18.026	0.77	0
hatch	68	F	Casado	24.908	0.23	0
hatch	48	F	Casado	24.285	0.84	0
hatch	25	M	Solteiro	41.982	0.05	0
hatch	50	M	Viuvo	31.015	0.78	0
mono	41	F	Solteiro	33.83	0.79	0
hatch	42	M	Casado	42.933	0.84	0
picape	50	F	Casado	85.203	0.82	0
hatch	40	M	Casado	40.773	0.78	0
hatch	45	F	Divorciado	28.776	0.8	0
hatch	75	M	Casado	7.069	0.82	0
sedan	53	M	Casado	82.871	0.77	0
mono	42	F	Divorciado	24.486	0.81	0
sedan	68	F	Viuvo	12.946	0.28	0
sedan	55	M	Casado	15.298	0.76	0
hatch	33	F	Casado	23.329	0.8	0
sedan	54	M	Casado	18.615	0.81	0
mono	60	M	Casado	58.57	0.62	0
hatch	58	M	Casado	36.972	0.79	0
sedan	56	F	Casado	59.696	0.83	0
sedan	40	M	Casado	62.104	0.83	0
mono	52	F	Casado	32.075	0.29	0
picape	63	M	Casado	47.548	0.82	0
hatch	27	F	Solteiro	21.825	0.04	0
suv	64	M	Casado	80.973	0.08	0
hatch	44	M	Casado	21.251	0.19	0
hatch	67	F	Divorciado	26.079	0.24	0
suv	54	F	Divorciado	59.946	0.76	0
picape	52	M	Casado	19	0.77	0
hatch	47	M	Casado	13.9	0.78	0
suv	37	F	Casado	56.76	0.45	0
mono	42	M	Casado	42.042	0.82	0
wagon	82	F	Solteiro	12.715	0.81	0
hatch	64	M	Divorciado	30.719	0.09	0
sedan	72	F	Casado	41.521	0.76	0
sedan	58	F	Casado	65.949	0.61	0
suv	34	F	Casado	80.114	0.76	0
hatch	42	M	Casado	19.171	0.82	0
suv	48	F	Casado	49.751	0.22	0
sedan	35	F	Casado	35.116	0.81	0
hatch	41	F	Casado	48.408	0.39	0
hatch	54	M	Casado	29.721	0.55	0
sedan	37	M	Casado	41.454	0.79	0
wagon	58	F	Divorciado	15.638	0.78	0
sedan	53	F	Casado	35.548	0.81	0
sedan	55	F	Casado	48.299	0.18	0
mono	51	F	Casado	31.619	0.77	0
hatch	33	F	Solteiro	30.857	0.81	0
hatch	57	M	Casado	17.818	0.81	0
sedan	70	M	Casado	29.575	0.79	0
hatch	42	M	Casado	31.841	0.76	0
picape	34	M	Casado	24.099	0.78	0
hatch	51	M	Casado	25.045	0.82	0
sedan	43	M	Casado	24.03	0.82	0
sedan	39	F	Casado	31.592	0.76	0
sedan	51	F	Divorciado	21.066	0.83	0
sedan	47	M	Casado	58.823	0.28	0
suv	55	M	Casado	80.762	0.38	0
sedan	32	M	Casado	32.796	0.27	0
hatch	35	M	Solteiro	40.501	0.63	0
mono	51	F	Casado	41.205	0.79	0
hatch	45	M	Casado	26.799	0.14	0
hatch	70	M	Casado	22.286	0.79	0
hatch	44	F	Solteiro	24.584	0.84	0
hatch	53	F	Casado	16.739	0.82	0
suv	52	F	Solteiro	56.76	0.49	0
hatch	43	F	Casado	41.688	0.8	0
hatch	67	M	Casado	19.009	0.78	0
picape	48	M	Casado	36.106	0.56	0
sedan	78	M	Casado	56.274	0.77	0
sedan	59	M	Casado	32.436	0.78	0
sedan	45	M	Solteiro	39.741	0.42	0
sedan	34	M	Casado	28.39	0.73	0
sedan	61	F	Casado	20.028	0.76	0
hatch	30	M	Casado	25.854	0.82	0
suv	44	F	Casado	74.876	0.84	0
hatch	38	F	Solteiro	13.35	0.8	0
sedan	85	M	Casado	65.949	0.01	0
picape	59	M	Casado	41.356	0.48	0
picape	29	F	Casado	13.684	0.64	0
picape	60	M	Casado	23.918	0.79	0
sedan	60	M	Casado	23.404	0.02	0
sedan	32	M	Casado	14.169	0.82	0
suv	30	M	Casado	36.549	0.01	0
hatch	65	M	Casado	19.974	0.49	0
suv	55	F	Casado	100.075	0.24	0
picape	69	M	Casado	35.17	0.79	0
suv	67	M	Casado	46.062	0.79	0
picape	43	F	Casado	27.794	0.83	0
hatch	48	F	Casado	12.265	0.78	0
picape	69	M	Casado	17.647	0.79	0
sedan	31	F	Casado	75.025	0.78	0
sedan	57	M	Casado	30.637	0.79	0
sedan	63	M	Casado	41.797	0.83	0
mono	74	F	Casado	55.528	0.77	0
hatch	59	M	Casado	66.81	0.39	0
hatch	41	F	Casado	33.65	0.17	0
hatch	61	F	Solteiro	40.292	0.81	0
mono	52	F	Casado	61.618	0.83	0
hatch	34	F	Casado	33.727	0.64	0
sedan	67	M	Casado	65.833	0.07	0
suv	84	M	Casado	68.495	0.81	0
picape	38	M	Casado	15.201	0.83	0
picape	48	M	Casado	44.745	0.04	0
suv	39	F	Casado	60.219	0.79	0
sedan	47	M	Casado	43.44	0.19	0
hatch	60	M	Casado	17.238	0.78	0
picape	54	M	Casado	46.371	0.79	1
sedan	47	F	Casado	53.572	0.81	1
hatch	62	M	Casado	28.431	0.8	0
hatch	54	M	Casado	28.698	0.8	0
sedan	46	M	Casado	24.958	0.01	0
picape	60	M	Casado	20.301	0.79	0
hatch	50	M	Casado	24.929	0.56	0
suv	41	M	Casado	34.125	0.82	0
mono	76	M	Casado	23.524	0.81	0
hatch	61	M	Casado	18.206	0.79	0
hatch	45	M	Casado	16.572	0.81	0
sedan	45	F	Casado	15.742	0.81	0
mono	62	F	Divorciado	41.77	0.82	0
sedan	37	M	Casado	21.328	0.1	0
suv	47	F	Casado	49.751	0.78	0
sedan	80	M	Casado	45.325	0.78	0
hatch	59	F	Casado	17.324	0.68	0
mono	42	F	Casado	27.405	0.08	0
suv	55	M	Casado	50.812	0.1	0
hatch	37	F	Solteiro	37.994	0.8	0
sedan	60	M	Casado	46.198	0.77	0
hatch	58	M	Casado	25.015	0.78	0
sedan	47	M	Casado	23.758	0.01	0
hatch	43	F	Casado	19.073	0.78	0
hatch	62	M	Casado	28.731	0.8	0
suv	49	F	Casado	54.451	0.81	0
sedan	73	M	Casado	17.645	0.82	0
suv	56	M	Casado	32.478	0.56	0
hatch	70	F	Casado	11.513	0.81	0
hatch	71	F	Casado	9.351	0.76	0
hatch	54	M	Casado	33.11	0.12	0
sedan	28	M	Solteiro	22.692	0.34	0
suv	70	M	Casado	68.413	0.77	0
picape	37	M	Casado	20.412	0.79	0
picape	39	M	Casado	37.976	0.84	0
hatch	33	F	Casado	34.325	0.83	0
picape	53	M	Casado	11.395	0.83	0
hatch	34	F	Solteiro	25.52	0.06	0
hatch	34	M	Casado	25.854	0.69	0
picape	72	M	Casado	26.039	0.79	0
sedan	51	F	Solteiro	18.928	0.83	0
hatch	29	F	Solteiro	11.842	0.76	0
sedan	60	M	Solteiro	22.066	0.77	0
picape	83	M	Casado	10.739	0.78	0
suv	39	M	Casado	43.673	0.8	0
mono	43	M	Casado	18.944	0.81	0
mono	73	M	Casado	33.71	0.82	0
mono	62	F	Casado	29.022	0.77	0
picape	65	M	Casado	36.205	0.73	0
mono	60	M	Casado	28.196	0.77	0
hatch	27	M	Casado	20.385	0.8	0
hatch	67	M	Casado	17.795	0.6	0
sedan	54	M	Casado	34.806	0.83	0
suv	44	F	Divorciado	65.815	0.17	0
hatch	32	M	Solteiro	15.952	0.38	0
hatch	60	M	Casado	16.872	0.77	0
suv	63	M	Casado	54.51	0.78	0
hatch	47	F	Casado	14.178	0.82	0
suv	35	M	Casado	47.685	0.76	0
hatch	54	F	Casado	29.179	0.82	0
wagon	54	M	Casado	65.755	0.46	0
hatch	65	M	Casado	26.212	0.77	0
hatch	55	F	Solteiro	24.832	0.78	1
picape	62	M	Casado	22.129	0.83	2
hatch	34	M	Casado	38.318	0.37	0
hatch	55	M	Casado	29.383	0.7	0
hatch	61	M	Casado	7.74	0.8	0
hatch	34	F	Solteiro	22.481	0.14	3
hatch	44	F	Casado	32.985	0.8	0
picape	63	M	Casado	15.201	0.81	0
hatch	50	F	Casado	20.1	0.78	0
hatch	55	M	Casado	37.701	0.79	0
suv	43	M	Casado	74.692	0.84	0
mono	61	F	Solteiro	55.469	0.83	0
hatch	47	F	Casado	16.151	0.78	1
suv	59	F	Casado	87.105	0.67	0
hatch	53	F	Casado	13.403	0.81	0
sedan	55	F	Casado	60.278	0.84	0
sedan	37	M	Casado	46.136	0.78	0
hatch	61	F	Divorciado	11.775	0.81	1
suv	32	M	Solteiro	43.019	0.79	0
picape	69	M	Casado	29.656	0.07	0
hatch	31	M	Casado	39.703	0.77	0
sedan	54	F	Divorciado	19.608	0.05	0
picape	73	M	Casado	14.121	0.8	0
hatch	71	M	Casado	24.501	0.81	0
hatch	53	F	Divorciado	24.309	0.83	0
hatch	32	M	Casado	24.993	0.78	0
sedan	35	M	Solteiro	43.962	0.82	0
hatch	63	M	Casado	19.171	0.06	0
suv	69	F	Solteiro	45.969	0.76	0
picape	44	M	Casado	34.794	0.81	0
picape	63	F	Casado	17.142	0.79	0
hatch	65	F	Casado	11.732	0.82	0
suv	51	M	Casado	82.138	0.38	0
sedan	34	F	Casado	67.528	0.81	0
hatch	53	M	Casado	10.806	0.81	0
sedan	46	M	Casado	36.478	0.76	0
mono	65	F	Casado	12.357	0.83	0
hatch	49	M	Casado	21.839	0.81	0
mono	61	M	Casado	32.425	0.76	0
sedan	60	M	Divorciado	30.237	0.8	0
suv	45	F	Casado	33.02	0.79	0
sedan	40	F	Casado	17.613	0.74	0
wagon	63	M	Casado	29.401	0.76	0
picape	69	M	Casado	31.395	0.84	0
sedan	57	M	Casado	11.817	0.08	0
hatch	35	F	Casado	12.848	0.8	0
hatch	62	F	Casado	23.329	0.27	0
sedan	59	F	Casado	59.608	0.76	0
suv	38	F	Casado	127.198	0.76	0
suv	45	F	Casado	36.52	0.76	0
hatch	56	M	Divorciado	36.32	0.8	0
picape	56	F	Casado	43.8	0.79	0
hatch	56	M	Casado	29.474	0.64	0
sedan	47	M	Casado	15.612	0.78	0
hatch	66	F	Casado	14.259	0.8	0
sedan	60	M	Casado	23.593	0.81	0
sedan	74	M	Casado	71.278	0.77	0
sedan	63	F	Viuvo	21.352	0.78	0
sedan	52	M	Casado	46.294	0.66	0
hatch	41	M	Casado	22.212	0.82	1
sedan	41	M	Casado	42.908	0.79	0
sedan	43	F	Casado	16.68	0.74	0
sedan	52	M	Casado	45.679	0.79	1
sedan	56	M	Casado	45.171	0.77	0
hatch	60	M	Casado	20.073	0.83	0
suv	58	F	Casado	36.529	0.34	0
hatch	53	M	Casado	38.203	0.83	0
hatch	66	F	Viuvo	44.741	0.76	0
mono	44	F	Divorciado	24.486	0.26	0
suv	39	M	Casado	54.222	0.18	0
suv	33	F	Solteiro	74.658	0.79	0
wagon	60	F	Casado	5.902	0.08	0
sedan	87	F	Casado	18	0.17	1
mono	51	F	Casado	37.984	0.82	2
sedan	40	F	Casado	65.949	0.06	0
hatch	62	M	Casado	24.626	0.02	0
suv	63	F	Casado	75.345	0.76	0
hatch	33	F	Casado	24.832	0.83	0
suv	38	F	Casado	72.608	0.02	0
sedan	85	M	Casado	17.613	0.8	0
hatch	58	M	Solteiro	21.856	0.62	0
hatch	59	F	Casado	38.801	0.76	0
sedan	33	M	Casado	16.932	0.79	0
suv	47	F	Casado	45.961	0.82	0
suv	58	M	Casado	65.315	0.82	0
sedan	65	F	Casado	7.894	0.84	0
suv	41	M	Casado	42.713	0.76	2
suv	42	M	Casado	110.083	0.77	0
sedan	46	M	Casado	33.023	0.79	0
hatch	60	F	Solteiro	22.018	0.31	1
hatch	59	F	Casado	15.973	0.79	0
hatch	36	M	Casado	33.59	0.82	0
sedan	51	M	Casado	36.251	0.83	0
hatch	80	M	Casado	16.121	0.76	0
suv	75	M	Casado	63.539	0.8	0
hatch	51	F	Casado	47.656	0.63	0
suv	81	M	Casado	45.408	0.03	0
mono	73	F	Casado	29.699	0.44	0
suv	68	M	Casado	52.524	0.76	0
sedan	50	M	Divorciado	16.592	0.01	0
sedan	61	M	Casado	21.446	0.82	0
hatch	66	M	Viuvo	28.91	0.83	0
suv	50	F	Divorciado	34.701	0.8	0
hatch	31	F	Solteiro	20.018	0.84	0
hatch	57	M	Casado	24.582	0.01	0
sedan	62	F	Casado	26.599	0.25	0
hatch	46	M	Casado	35.233	0.51	0
hatch	57	F	Solteiro	30.485	0.82	0
mono	53	F	Casado	29.739	0.77	0
hatch	60	F	Casado	29.237	0.82	0
hatch	54	M	Viuvo	8.211	0.81	0
sedan	44	F	Solteiro	39.266	0.48	0
mono	49	F	Casado	25.083	0.76	0
sedan	45	F	Solteiro	46.538	0.8	0
sedan	58	M	Viuvo	15.984	0.65	0
picape	34	M	Casado	26.601	0.11	0
suv	28	F	Solteiro	62.767	0.76	0
hatch	50	F	Casado	19.398	0.8	0
picape	62	M	Casado	24.246	0.8	0
hatch	61	M	Casado	45.387	0.05	0
hatch	48	F	Casado	40.501	0.8	2
sedan	43	M	Casado	28.346	0.78	0
hatch	52	M	Casado	27.023	0.76	0
suv	36	M	Casado	46.463	0.79	0
hatch	52	M	Solteiro	28.556	0.76	0
sedan	75	F	Casado	11.509	0.81	0
sedan	35	M	Casado	29.415	0.78	0
mono	36	M	Casado	24.893	0.81	0
picape	56	M	Casado	68.112	0.81	0
mono	62	M	Solteiro	23.38	0.67	0
hatch	41	M	Casado	21.651	0.83	0
hatch	56	M	Casado	40.232	0.78	0
sedan	78	M	Divorciado	56.695	0.01	0
hatch	56	F	Casado	39.613	0.66	0
hatch	77	M	Casado	17.922	0.77	0
mono	54	M	Casado	35.524	0.74	0
sedan	44	F	Casado	32.891	0.78	0
suv	61	M	Casado	55.712	0.78	0
picape	61	M	Casado	36.325	0.79	0
mono	62	F	Casado	53.853	0.77	0
hatch	53	M	Casado	33.044	0.79	0
picape	54	M	Casado	48.624	0.82	0
mono	58	F	Casado	23.391	0.76	0
sedan	48	F	Casado	75.54	0.77	0
suv	78	F	Casado	33.102	0.81	0
picape	70	M	Casado	99.481	0.15	0
suv	52	F	Divorciado	89.588	0.79	0
sedan	42	M	Casado	37.627	0.79	0
hatch	48	F	Casado	26.235	0.81	0
hatch	69	F	Casado	18.905	0.81	0
suv	46	F	Casado	58.748	0.76	0
suv	66	M	Casado	56.567	0.82	0
suv	67	F	Casado	46.527	0.44	0
mono	60	M	Casado	19.028	0.78	0
hatch	50	F	Casado	28.603	0.77	0
picape	56	M	Casado	114.249	0.78	0
suv	49	F	Casado	87.496	0.8	1
hatch	55	F	Divorciado	17.828	0.77	0
sedan	74	M	Casado	11.37	0.77	0
sedan	33	M	Casado	35.163	0.76	0
sedan	74	M	Casado	21.352	0.78	2
suv	44	F	Casado	42.713	0.77	0
hatch	34	F	Casado	36.86	0.77	1
hatch	64	F	Casado	36.493	0.76	0
sedan	58	M	Casado	25.45	0.77	0
hatch	57	M	Casado	15.56	0.78	0
hatch	59	F	Casado	39.755	0.67	0
hatch	61	M	Casado	41.982	0.03	0
hatch	55	F	Divorciado	31.002	0.83	0
sedan	69	M	Casado	66.079	0.77	0
sedan	48	M	Casado	36.478	0.28	0
suv	51	F	Casado	41.273	0.83	0
hatch	76	M	Casado	48.335	0.02	0
sedan	65	F	Casado	57.412	0.76	0
suv	42	F	Casado	51.819	0.83	0
suv	61	F	Casado	44.775	0.8	1
picape	39	M	Casado	72.071	0.77	0
sedan	48	M	Casado	32.891	0.82	0
picape	52	M	Casado	28.595	0.68	0
sedan	38	F	Casado	76.056	0.76	1
suv	58	M	Casado	35.068	0.78	0
sedan	68	M	Divorciado	32.622	0.79	0
hatch	61	F	Casado	21.301	0.08	0
hatch	68	M	Casado	37.612	0.79	0
picape	33	M	Solteiro	39.419	0.77	1
hatch	46	M	Casado	21.088	0.82	0
picape	55	M	Casado	38.045	0.39	0
hatch	68	F	Divorciado	26.558	0.79	0
mono	50	F	Casado	33.312	0.78	0
hatch	34	F	Casado	18.14	0.81	0
picape	71	M	Divorciado	24.845	0.76	0
hatch	40	M	Casado	37.923	0.24	1
suv	52	F	Casado	52.873	0.78	0
hatch	64	F	Casado	23.829	0.29	0
picape	50	M	Casado	70.182	0.83	0
sedan	35	F	Solteiro	21.873	0.75	2
picape	33	M	Casado	39.074	0.8	0
sedan	66	F	Casado	39.73	0.8	0
hatch	65	M	Casado	27.92	0.82	0
hatch	49	M	Casado	13.9	0.76	0
hatch	39	M	Casado	11.938	0.79	0
mono	60	M	Casado	23.391	0.8	0
suv	61	F	Casado	48.066	0.82	0
hatch	57	M	Casado	21.262	0.01	0
hatch	35	F	Casado	35.741	0.02	0
sedan	28	M	Casado	27.837	0.76	1
hatch	25	F	Solteiro	45.387	0.44	0
suv	51	M	Casado	57.236	0.34	0
wagon	63	M	Casado	21.378	0.79	0
suv	40	F	Casado	33.695	0.79	0
sedan	50	M	Casado	19.867	0.35	0
hatch	62	F	Casado	29.887	0.82	0
hatch	31	M	Casado	48.417	0.78	0
wagon	47	F	Casado	25.688	0.78	0
mono	50	M	Casado	20.003	0.76	0
hatch	30	M	Casado	33.11	0.8	0
hatch	48	F	Casado	27.976	0.04	0
sedan	43	M	Casado	33.023	0.82	0
suv	38	M	Casado	65.815	0.53	0
hatch	58	M	Casado	26.799	0.08	1
hatch	52	M	Casado	7.334	0.08	0
sedan	52	M	Solteiro	86.175	0.39	0
hatch	64	M	Casado	31.801	0.11	0
suv	58	M	Casado	42.713	0.68	0
hatch	42	M	Solteiro	20.073	0.81	0
sedan	60	F	Casado	31.642	0.36	0
sedan	79	M	Solteiro	20.408	0.84	0
hatch	40	F	Casado	7.773	0.43	0
hatch	62	M	Divorciado	17.05	0.69	0
sedan	45	F	Casado	39.741	0.81	0
sedan	70	M	Casado	37.569	0.46	0
hatch	61	M	Casado	17.927	0.65	0
suv	52	M	Casado	36.52	0.76	0
sedan	63	M	Casado	77.154	0.78	0
hatch	70	M	Casado	7.841	0.81	0
sedan	57	M	Viuvo	53.965	0.38	0
suv	35	F	Casado	35.068	0.78	0
mono	66	M	Casado	43.39	0.59	0
suv	84	M	Casado	34.701	0.82	0
suv	80	F	Casado	54.993	0.77	0
sedan	68	M	Viuvo	59.342	0.83	0
sedan	41	F	Casado	19.608	0.24	0
suv	51	F	Casado	41.971	0.78	0
hatch	70	M	Casado	8.003	0.76	0
sedan	27	M	Solteiro	57.187	0.1	0
sedan	41	F	Casado	59.718	0.6	0
hatch	89	M	Casado	22.018	0.16	0
sedan	30	M	Solteiro	36.251	0.31	0
hatch	45	F	Solteiro	10.29	0.78	0
suv	59	F	Casado	62.606	0.82	0
sedan	62	F	Casado	45.171	0.81	0
suv	63	M	Casado	77.579	0.79	1
sedan	39	M	Casado	27.837	0.77	0
hatch	49	F	Solteiro	17.795	0.77	0
hatch	46	M	Casado	7.74	0.81	0
sedan	37	F	Casado	75.025	0.76	0
sedan	72	M	Casado	21.553	0.81	0
sedan	45	F	Casado	31.091	0.82	0
suv	51	M	Casado	34.701	0.81	0
hatch	37	F	Casado	17.868	0.79	0
suv	43	M	Casado	66.56	0.1	0
sedan	51	M	Casado	16.026	0.77	0
suv	68	M	Casado	51.235	0.81	0
mono	64	F	Casado	53.853	0.8	0
suv	49	M	Divorciado	38.383	0.77	0
picape	67	M	Casado	47.744	0.82	0
sedan	55	M	Casado	81.422	0.72	1
sedan	44	M	Casado	71.278	0.76	0
hatch	47	F	Casado	37.612	0.46	0
sedan	80	M	Casado	18.645	0.78	0
hatch	31	F	Casado	32.092	0.79	0
sedan	40	M	Casado	21.553	0.8	0
sedan	68	M	Casado	40.562	0.54	0
hatch	32	M	Casado	28.776	0.8	0
suv	44	F	Casado	42.174	0.82	0
hatch	58	F	Casado	18.118	0.09	0
hatch	40	M	Casado	39.984	0.31	0
sedan	57	M	Casado	25.45	0.82	0
suv	35	F	Casado	56.304	0.83	0
suv	33	M	Casado	51.819	0.62	1
picape	61	M	Casado	49.303	0.38	0
hatch	53	F	Divorciado	35.969	0.13	0
sedan	69	M	Casado	26.278	0.76	0
sedan	82	M	Casado	20.961	0.8	0
suv	46	F	Casado	35.831	0.79	0
hatch	35	F	Solteiro	28.776	0.8	0
suv	44	M	Casado	80.804	0.82	0
sedan	53	M	Casado	25.66	0.78	0
sedan	31	F	Casado	15.091	0.8	0
suv	61	M	Casado	32.99	0.82	0
picape	60	M	Casado	27.904	0.78	0
mono	48	F	Divorciado	32.12	0.07	0
hatch	40	F	Casado	23.41	0.02	0
sedan	39	F	Casado	38.742	0.41	0
suv	70	M	Casado	37.211	0.81	0
sedan	50	M	Casado	40.191	0.83	1
sedan	67	M	Casado	23.875	0.02	0
hatch	62	F	Casado	45.418	0.08	0
picape	64	M	Casado	33.856	0.76	0
picape	59	M	Casado	36.501	0.78	0
hatch	33	F	Casado	19.398	0.81	0
hatch	35	F	Casado	22.484	0.79	0
sedan	68	M	Casado	15.033	0.81	0
sedan	46	M	Casado	64.013	0.5	0
hatch	40	M	Solteiro	24.093	0.77	0
mono	64	M	Casado	17.551	0.76	0
picape	50	M	Casado	25.168	0.79	0
mono	40	F	Casado	19.75	0.82	0
suv	41	F	Casado	62.205	0.04	0
mono	45	M	Casado	42.897	0.25	0
hatch	70	F	Viuvo	33.882	0.78	1
mono	33	F	Casado	21.052	0.36	2
hatch	66	M	Casado	20.595	0.83	0
suv	31	F	Solteiro	33.717	0.79	1
hatch	35	M	Casado	15.798	0.82	0
hatch	34	M	Casado	19.171	0.76	1
hatch	34	F	Solteiro	19.642	0.82	0
sedan	50	M	Casado	56.852	0.78	0
sedan	62	M	Casado	45.97	0.15	0
sedan	67	M	Casado	36.722	0.8	0
hatch	63	M	Casado	29.745	0.77	0
hatch	49	F	Casado	30.719	0.78	0
wagon	81	M	Casado	6.157	0.8	0
suv	55	F	Casado	52.524	0.8	0
mono	42	M	Casado	29.022	0.15	0
suv	67	F	Solteiro	54.222	0.79	0
sedan	64	M	Casado	41.79	0.48	0
suv	63	M	Viuvo	56.907	0.76	0
hatch	33	M	Solteiro	21.26	0.82	0
hatch	57	M	Casado	14.178	0.79	0
mono	72	M	Casado	24.774	0.83	0
suv	52	M	Casado	14.602	0.76	0
sedan	57	F	Casado	16.463	0.82	0
hatch	39	M	Solteiro	43.905	0.78	0
sedan	53	M	Casado	29.318	0.22	0
hatch	49	F	Casado	33.767	0.8	1
hatch	58	M	Casado	43.219	0.78	0
mono	41	F	Casado	21.281	0.77	0
mono	53	F	Casado	35.124	0.78	1
hatch	62	F	Divorciado	19.603	0.81	0
picape	36	F	Casado	37.779	0.83	0
hatch	33	M	Casado	20.588	0.37	0
hatch	42	F	Casado	27.042	0.04	0
hatch	67	M	Casado	29.179	0.36	0
sedan	65	F	Casado	28.39	0.76	0
sedan	75	M	Casado	48.099	0.77	0
suv	49	M	Casado	62.648	0.82	0
sedan	56	M	Casado	34.866	0.83	0
picape	56	M	Casado	20.742	0.8	0
hatch	55	F	Casado	26.93	0.8	0
sedan	38	M	Casado	20.408	0.8	0
suv	66	M	Casado	32.861	0.81	1
picape	72	M	Casado	39.074	0.83	0
picape	50	M	Casado	25.666	0.78	0
sedan	33	M	Casado	41.486	0.22	0
mono	41	F	Casado	35.657	0.67	0
hatch	51	F	Casado	34.59	0.79	0
sedan	54	M	Casado	37.523	0.81	0
sedan	47	M	Casado	66.654	0.77	0
hatch	47	M	Casado	38.216	0.08	0
mono	39	F	Casado	25.632	0.82	0
suv	40	F	Solteiro	51.21	0.79	0
sedan	47	M	Casado	22.676	0.82	0
sedan	50	M	Casado	23.875	0.06	0
hatch	60	M	Casado	34.679	0.24	0
picape	42	F	Casado	39.736	0.84	0
hatch	69	M	Casado	16.556	0.84	0
sedan	45	M	Casado	54.253	0.4	0
mono	64	M	Casado	23.38	0.81	0
sedan	41	M	Casado	28.516	0.83	0
sedan	58	M	Casado	34.253	0.25	2
hatch	72	F	Casado	31.334	0.8	0
hatch	50	M	Casado	16.872	0.74	0
hatch	74	F	Viuvo	28.799	0.79	0
