period	repart	corled	gaiola	dia	ovos
3	3	brn	4	7	6
3	3	brn	5	7	7
3	3	brn	6	7	8
3	4	vrm	1	7	6
3	4	vrm	2	7	7
3	4	vrm	3	7	6
3	4	vrm	4	7	9
3	4	vrm	5	7	8
3	4	vrm	6	7	7
3	5	amr	1	7	9
3	5	amr	2	7	7
3	5	amr	3	7	9
3	5	amr	4	7	9
3	5	amr	5	7	8
3	5	amr	6	7	9
3	1	azl	1	8	8
3	1	azl	2	8	6
3	1	azl	3	8	8
3	1	azl	4	8	8
3	1	azl	5	8	6
3	1	azl	6	8	5
3	2	vrd	1	8	9
3	2	vrd	2	8	8
3	2	vrd	3	8	7
3	2	vrd	4	8	8
3	2	vrd	5	8	8
3	2	vrd	6	8	4
3	3	brn	1	8	7
3	3	brn	2	8	7
3	3	brn	3	8	9
3	3	brn	4	8	6
3	3	brn	5	8	6
3	3	brn	6	8	9
3	4	vrm	1	8	9
3	4	vrm	2	8	8
3	4	vrm	3	8	8
3	4	vrm	4	8	7
3	4	vrm	5	8	7
3	4	vrm	6	8	8
3	5	amr	1	8	7
3	5	amr	2	8	7
3	5	amr	3	8	7
3	5	amr	4	8	7
3	5	amr	5	8	7
3	5	amr	6	8	8
3	1	azl	1	9	7
3	1	azl	2	9	5
3	1	azl	3	9	8
3	1	azl	4	9	6
3	1	azl	5	9	7
3	1	azl	6	9	4
3	2	vrd	1	9	9
3	2	vrd	2	9	7
3	2	vrd	3	9	6
3	2	vrd	4	9	8
3	2	vrd	5	9	8
3	2	vrd	6	9	8
3	3	brn	1	9	9
3	3	brn	2	9	5
3	3	brn	3	9	7
3	3	brn	4	9	5
3	3	brn	5	9	6
3	3	brn	6	9	8
3	4	vrm	1	9	8
3	4	vrm	2	9	8
3	4	vrm	3	9	7
3	4	vrm	4	9	7
3	4	vrm	5	9	9
3	4	vrm	6	9	6
3	5	amr	1	9	8
3	5	amr	2	9	7
3	5	amr	3	9	8
3	5	amr	4	9	9
3	5	amr	5	9	8
3	5	amr	6	9	9
3	1	azl	1	10	10
3	1	azl	2	10	6
3	1	azl	3	10	8
3	1	azl	4	10	10
3	1	azl	5	10	9
3	1	azl	6	10	5
3	2	vrd	1	10	7
3	2	vrd	2	10	5
3	2	vrd	3	10	8
3	2	vrd	4	10	8
3	2	vrd	5	10	6
3	2	vrd	6	10	7
3	3	brn	1	10	8
3	3	brn	2	10	8
3	3	brn	3	10	8
3	3	brn	4	10	8
3	3	brn	5	10	6
3	3	brn	6	10	4
3	4	vrm	1	10	8
3	4	vrm	2	10	9
3	4	vrm	3	10	8
3	4	vrm	4	10	9
3	4	vrm	5	10	10
3	4	vrm	6	10	5
3	5	amr	1	10	10
3	5	amr	2	10	8
3	5	amr	3	10	9
3	5	amr	4	10	8
3	5	amr	5	10	7
3	5	amr	6	10	9
3	1	azl	1	11	9
3	1	azl	2	11	2
3	1	azl	3	11	9
3	1	azl	4	11	8
3	1	azl	5	11	9
3	1	azl	6	11	5
3	2	vrd	1	11	9
3	2	vrd	2	11	9
3	2	vrd	3	11	8
3	2	vrd	4	11	9
3	2	vrd	5	11	7
3	2	vrd	6	11	7
3	3	brn	1	11	7
3	3	brn	2	11	7
3	3	brn	3	11	8
3	3	brn	4	11	7
3	3	brn	5	11	7
3	3	brn	6	11	5
3	4	vrm	1	11	10
3	4	vrm	2	11	7
3	4	vrm	3	11	8
3	4	vrm	4	11	9
3	4	vrm	5	11	10
3	4	vrm	6	11	7
3	5	amr	1	11	7
3	5	amr	2	11	7
3	5	amr	3	11	9
3	5	amr	4	11	10
3	5	amr	5	11	8
3	5	amr	6	11	9
3	1	azl	1	12	7
3	1	azl	2	12	6
3	1	azl	3	12	8
3	1	azl	4	12	8
3	1	azl	5	12	9
3	1	azl	6	12	5
3	2	vrd	1	12	9
3	2	vrd	2	12	7
3	2	vrd	3	12	8
3	2	vrd	4	12	8
3	2	vrd	5	12	7
3	2	vrd	6	12	6
3	3	brn	1	12	10
3	3	brn	2	12	6
3	3	brn	3	12	9
3	3	brn	4	12	6
3	3	brn	5	12	5
3	3	brn	6	12	8
3	4	vrm	1	12	7
3	4	vrm	2	12	7
3	4	vrm	3	12	8
3	4	vrm	4	12	9
3	4	vrm	5	12	10
3	4	vrm	6	12	7
3	5	amr	1	12	8
3	5	amr	2	12	4
3	5	amr	3	12	7
3	5	amr	4	12	10
3	5	amr	5	12	7
3	5	amr	6	12	8
3	1	azl	1	13	6
3	1	azl	2	13	6
3	1	azl	3	13	8
3	1	azl	4	13	5
3	1	azl	5	13	7
3	1	azl	6	13	4
3	2	vrd	1	13	9
3	2	vrd	2	13	7
3	2	vrd	3	13	6
3	2	vrd	4	13	8
3	2	vrd	5	13	4
3	2	vrd	6	13	5
3	3	brn	1	13	7
3	3	brn	2	13	8
3	3	brn	3	13	6
3	3	brn	4	13	6
3	3	brn	5	13	6
3	3	brn	6	13	7
3	4	vrm	1	13	9
3	4	vrm	2	13	7
3	4	vrm	3	13	7
3	4	vrm	4	13	7
3	4	vrm	5	13	7
3	4	vrm	6	13	7
3	5	amr	1	13	9
3	5	amr	2	13	7
3	5	amr	3	13	7
3	5	amr	4	13	5
3	5	amr	5	13	8
3	5	amr	6	13	8
3	1	azl	1	14	7
3	1	azl	2	14	5
3	1	azl	3	14	5
3	1	azl	4	14	6
3	1	azl	5	14	5
3	1	azl	6	14	7
3	2	vrd	1	14	9
3	2	vrd	2	14	6
3	2	vrd	3	14	8
3	2	vrd	4	14	5
3	2	vrd	5	14	6
3	2	vrd	6	14	7
3	3	brn	1	14	7
3	3	brn	2	14	6
3	3	brn	3	14	7
3	3	brn	4	14	6
3	3	brn	5	14	5
3	3	brn	6	14	5
3	4	vrm	1	14	5
3	4	vrm	2	14	5
3	4	vrm	3	14	5
3	4	vrm	4	14	5
3	4	vrm	5	14	5
3	4	vrm	6	14	5
3	5	amr	1	14	6
3	5	amr	2	14	6
3	5	amr	3	14	5
3	5	amr	4	14	5
3	5	amr	5	14	6
3	5	amr	6	14	7
4	1	vrm	1	1	7
4	1	vrm	2	1	7
4	1	vrm	3	1	7
4	1	vrm	4	1	7
4	1	vrm	5	1	6
4	1	vrm	6	1	1
4	2	azl	1	1	2
4	2	azl	2	1	4
4	2	azl	3	1	2
4	2	azl	4	1	5
4	2	azl	5	1	6
4	2	azl	6	1	5
4	3	amr	1	1	6
4	3	amr	2	1	6
4	3	amr	3	1	5
4	3	amr	4	1	5
4	3	amr	5	1	6
4	3	amr	6	1	5
4	4	vrd	1	1	4
4	4	vrd	2	1	7
4	4	vrd	3	1	4
4	4	vrd	4	1	5
4	4	vrd	5	1	6
4	4	vrd	6	1	4
4	5	brn	1	1	8
4	5	brn	2	1	7
4	5	brn	3	1	6
4	5	brn	4	1	6
4	5	brn	5	1	7
4	5	brn	6	1	5
4	1	vrm	1	2	8
4	1	vrm	2	2	7
4	1	vrm	3	2	8
4	1	vrm	4	2	6
4	1	vrm	5	2	6
4	1	vrm	6	2	4
4	2	azl	1	2	7
4	2	azl	2	2	6
4	2	azl	3	2	6
4	2	azl	4	2	7
4	2	azl	5	2	6
4	2	azl	6	2	6
4	3	amr	1	2	8
4	3	amr	2	2	5
4	3	amr	3	2	7
4	3	amr	4	2	7
4	3	amr	5	2	3
4	3	amr	6	2	7
4	4	vrd	1	2	8
4	4	vrd	2	2	6
4	4	vrd	3	2	3
4	4	vrd	4	2	5
4	4	vrd	5	2	6
4	4	vrd	6	2	7
4	5	brn	1	2	8
4	5	brn	2	2	6
4	5	brn	3	2	7
4	5	brn	4	2	8
4	5	brn	5	2	6
4	5	brn	6	2	8
4	1	vrm	1	3	8
4	1	vrm	2	3	7
4	1	vrm	3	3	5
4	1	vrm	4	3	6
4	1	vrm	5	3	7
4	1	vrm	6	3	5
4	2	azl	1	3	7
4	2	azl	2	3	6
4	2	azl	3	3	6
4	2	azl	4	3	7
4	2	azl	5	3	6
4	2	azl	6	3	6
4	3	amr	1	3	8
4	3	amr	2	3	5
4	3	amr	3	3	3
4	3	amr	4	3	4
4	3	amr	5	3	6
4	3	amr	6	3	6
4	4	vrd	1	3	8
4	4	vrd	2	3	6
4	4	vrd	3	3	7
4	4	vrd	4	3	5
4	4	vrd	5	3	7
4	4	vrd	6	3	6
4	5	brn	1	3	8
4	5	brn	2	3	7
4	5	brn	3	3	6
4	5	brn	4	3	5
4	5	brn	5	3	9
4	5	brn	6	3	7
4	1	vrm	1	4	10
4	1	vrm	2	4	6
4	1	vrm	3	4	6
4	1	vrm	4	4	8
4	1	vrm	5	4	8
4	1	vrm	6	4	6
4	2	azl	1	4	6
4	2	azl	2	4	6
4	2	azl	3	4	6
4	2	azl	4	4	5
4	2	azl	5	4	6
4	2	azl	6	4	7
4	3	amr	1	4	7
4	3	amr	2	4	9
4	3	amr	3	4	8
4	3	amr	4	4	10
4	3	amr	5	4	4
4	3	amr	6	4	7
4	4	vrd	1	4	9
4	4	vrd	2	4	8
4	4	vrd	3	4	8
4	4	vrd	4	4	8
4	4	vrd	5	4	8
4	4	vrd	6	4	6
4	5	brn	1	4	9
4	5	brn	2	4	8
4	5	brn	3	4	6
4	5	brn	4	4	8
4	5	brn	5	4	8
4	5	brn	6	4	7
4	1	vrm	1	5	10
4	1	vrm	2	5	7
4	1	vrm	3	5	6
4	1	vrm	4	5	4
4	1	vrm	5	5	6
4	1	vrm	6	5	5
4	2	azl	1	5	6
4	2	azl	2	5	5
4	2	azl	3	5	5
4	2	azl	4	5	7
4	2	azl	5	5	6
4	2	azl	6	5	6
4	3	amr	1	5	5
4	3	amr	2	5	6
4	3	amr	3	5	5
4	3	amr	4	5	5
4	3	amr	5	5	5
4	3	amr	6	5	6
4	4	vrd	1	5	10
4	4	vrd	2	5	9
4	4	vrd	3	5	5
4	4	vrd	4	5	6
4	4	vrd	5	5	8
4	4	vrd	6	5	6
4	5	brn	1	5	8
4	5	brn	2	5	7
4	5	brn	3	5	9
4	5	brn	4	5	7
4	5	brn	5	5	6
4	5	brn	6	5	7
4	1	vrm	1	6	10
4	1	vrm	2	6	7
4	1	vrm	3	6	6
4	1	vrm	4	6	8
4	1	vrm	5	6	9
4	1	vrm	6	6	3
4	2	azl	1	6	5
4	2	azl	2	6	7
4	2	azl	3	6	7
4	2	azl	4	6	6
4	2	azl	5	6	5
4	2	azl	6	6	8
4	3	amr	1	6	5
4	3	amr	2	6	7
4	3	amr	3	6	3
4	3	amr	4	6	8
4	3	amr	5	6	5
4	3	amr	6	6	7
4	4	vrd	1	6	4
4	4	vrd	2	6	6
4	4	vrd	3	6	8
4	4	vrd	4	6	5
4	4	vrd	5	6	5
4	4	vrd	6	6	5
4	5	brn	1	6	7
4	5	brn	2	6	7
4	5	brn	3	6	8
4	5	brn	4	6	6
4	5	brn	5	6	6
4	5	brn	6	6	6
4	1	vrm	1	7	8
4	1	vrm	2	7	5
4	1	vrm	3	7	3
4	1	vrm	4	7	5
4	1	vrm	5	7	4
4	1	vrm	6	7	6
4	2	azl	1	7	7
4	2	azl	2	7	5
4	2	azl	3	7	5
4	2	azl	4	7	6
4	2	azl	5	7	6
4	2	azl	6	7	4
4	3	amr	1	7	8
4	3	amr	2	7	8
4	3	amr	3	7	8
4	3	amr	4	7	7
4	3	amr	5	7	5
4	3	amr	6	7	5
4	4	vrd	1	7	6
4	4	vrd	2	7	9
4	4	vrd	3	7	5
4	4	vrd	4	7	6
4	4	vrd	5	7	7
4	4	vrd	6	7	6
4	5	brn	1	7	7
4	5	brn	2	7	2
4	5	brn	3	7	6
4	5	brn	4	7	8
4	5	brn	5	7	6
4	5	brn	6	7	5
4	1	vrm	1	8	9
4	1	vrm	2	8	7
4	1	vrm	3	8	6
4	1	vrm	4	8	8
4	1	vrm	5	8	10
4	1	vrm	6	8	6
4	2	azl	1	8	6
4	2	azl	2	8	5
4	2	azl	3	8	5
4	2	azl	4	8	7
4	2	azl	5	8	7
4	2	azl	6	8	4
4	3	amr	1	8	6
4	3	amr	2	8	6
4	3	amr	3	8	4
4	3	amr	4	8	5
4	3	amr	5	8	5
4	3	amr	6	8	7
4	4	vrd	1	8	8
4	4	vrd	2	8	7
4	4	vrd	3	8	7
4	4	vrd	4	8	9
4	4	vrd	5	8	9
4	4	vrd	6	8	8
4	5	brn	1	8	7
4	5	brn	2	8	7
4	5	brn	3	8	8
4	5	brn	4	8	7
4	5	brn	5	8	7
4	5	brn	6	8	9
4	1	vrm	1	9	6
4	1	vrm	2	9	6
4	1	vrm	3	9	5
4	1	vrm	4	9	8
4	1	vrm	5	9	4
4	1	vrm	6	9	5
4	2	azl	1	9	7
4	2	azl	2	9	4
4	2	azl	3	9	6
4	2	azl	4	9	8
4	2	azl	5	9	5
4	2	azl	6	9	5
4	3	amr	1	9	9
4	3	amr	2	9	8
4	3	amr	3	9	7
4	3	amr	4	9	6
4	3	amr	5	9	7
4	3	amr	6	9	7
4	4	vrd	1	9	8
4	4	vrd	2	9	7
4	4	vrd	3	9	7
4	4	vrd	4	9	6
4	4	vrd	5	9	7
4	4	vrd	6	9	7
4	5	brn	1	9	8
4	5	brn	2	9	6
4	5	brn	3	9	7
4	5	brn	4	9	9
4	5	brn	5	9	7
4	5	brn	6	9	7
4	1	vrm	1	10	9
4	1	vrm	2	10	6
4	1	vrm	3	10	6
4	1	vrm	4	10	9
4	1	vrm	5	10	10
4	1	vrm	6	10	7
4	2	azl	1	10	7
4	2	azl	2	10	4
4	2	azl	3	10	7
4	2	azl	4	10	9
4	2	azl	5	10	7
4	2	azl	6	10	9
4	3	amr	1	10	9
4	3	amr	2	10	8
4	3	amr	3	10	7
4	3	amr	4	10	7
4	3	amr	5	10	4
4	3	amr	6	10	9
4	4	vrd	1	10	8
4	4	vrd	2	10	8
4	4	vrd	3	10	7
4	4	vrd	4	10	8
4	4	vrd	5	10	10
4	4	vrd	6	10	5
4	5	brn	1	10	9
4	5	brn	2	10	6
4	5	brn	3	10	9
4	5	brn	4	10	10
4	5	brn	5	10	7
4	5	brn	6	10	8
4	1	vrm	1	11	9
4	1	vrm	2	11	5
4	1	vrm	3	11	6
4	1	vrm	4	11	10
4	1	vrm	5	11	8
4	1	vrm	6	11	5
4	2	azl	1	11	7
4	2	azl	2	11	5
4	2	azl	3	11	6
4	2	azl	4	11	8
4	2	azl	5	11	7
4	2	azl	6	11	6
4	3	amr	1	11	7
4	3	amr	2	11	9
4	3	amr	3	11	5
4	3	amr	4	11	7
4	3	amr	5	11	6
4	3	amr	6	11	9
4	4	vrd	1	11	10
4	4	vrd	2	11	8
4	4	vrd	3	11	5
4	4	vrd	4	11	7
4	4	vrd	5	11	9
4	4	vrd	6	11	7
4	5	brn	1	11	9
4	5	brn	2	11	7
4	5	brn	3	11	7
4	5	brn	4	11	9
4	5	brn	5	11	9
4	5	brn	6	11	8
4	1	vrm	1	12	7
4	1	vrm	2	12	7
4	1	vrm	3	12	7
4	1	vrm	4	12	8
4	1	vrm	5	12	5
4	1	vrm	6	12	6
4	2	azl	1	12	8
4	2	azl	2	12	5
4	2	azl	3	12	4
4	2	azl	4	12	10
4	2	azl	5	12	8
4	2	azl	6	12	6
4	3	amr	1	12	6
4	3	amr	2	12	7
4	3	amr	3	12	7
4	3	amr	4	12	8
4	3	amr	5	12	6
4	3	amr	6	12	8
4	4	vrd	1	12	9
4	4	vrd	2	12	8
4	4	vrd	3	12	7
4	4	vrd	4	12	8
4	4	vrd	5	12	9
4	4	vrd	6	12	7
4	5	brn	1	12	9
4	5	brn	2	12	7
4	5	brn	3	12	8
4	5	brn	4	12	8
4	5	brn	5	12	7
4	5	brn	6	12	7
4	1	vrm	1	13	10
4	1	vrm	2	13	6
4	1	vrm	3	13	8
4	1	vrm	4	13	8
4	1	vrm	5	13	8
4	1	vrm	6	13	7
4	2	azl	1	13	9
4	2	azl	2	13	7
4	2	azl	3	13	7
4	2	azl	4	13	9
4	2	azl	5	13	7
4	2	azl	6	13	7
4	3	amr	1	13	6
4	3	amr	2	13	8
4	3	amr	3	13	7
4	3	amr	4	13	8
4	3	amr	5	13	7
4	3	amr	6	13	8
4	4	vrd	1	13	10
4	4	vrd	2	13	8
4	4	vrd	3	13	8
4	4	vrd	4	13	8
4	4	vrd	5	13	9
4	4	vrd	6	13	7
4	5	brn	1	13	7
4	5	brn	2	13	6
4	5	brn	3	13	8
4	5	brn	4	13	7
4	5	brn	5	13	7
4	5	brn	6	13	7
4	1	vrm	1	14	8
4	1	vrm	2	14	4
4	1	vrm	3	14	8
4	1	vrm	4	14	8
4	1	vrm	5	14	9
4	1	vrm	6	14	4
4	2	azl	1	14	7
4	2	azl	2	14	5
4	2	azl	3	14	6
4	2	azl	4	14	9
4	2	azl	5	14	6
4	2	azl	6	14	7
4	3	amr	1	14	9
4	3	amr	2	14	7
4	3	amr	3	14	6
4	3	amr	4	14	8
4	3	amr	5	14	6
4	3	amr	6	14	6
4	4	vrd	1	14	7
4	4	vrd	2	14	8
4	4	vrd	3	14	7
4	4	vrd	4	14	8
4	4	vrd	5	14	7
4	4	vrd	6	14	6
4	5	brn	1	14	10
4	5	brn	2	14	8
4	5	brn	3	14	7
4	5	brn	4	14	7
4	5	brn	5	14	7
4	5	brn	6	14	7
5	1	brn	1	1	7
5	1	brn	2	1	5
5	1	brn	3	1	8
5	1	brn	4	1	6
5	1	brn	5	1	6
5	1	brn	6	1	7
5	2	vrm	1	1	8
5	2	vrm	2	1	5
5	2	vrm	3	1	7
5	2	vrm	4	1	7
5	2	vrm	5	1	6
5	2	vrm	6	1	4
5	3	vrd	1	1	7
5	3	vrd	2	1	9
5	3	vrd	3	1	7
5	3	vrd	4	1	7
5	3	vrd	5	1	4
5	3	vrd	6	1	6
5	4	amr	1	1	9
5	4	amr	2	1	8
5	4	amr	3	1	9
5	4	amr	4	1	8
5	4	amr	5	1	7
5	4	amr	6	1	6
5	5	azl	1	1	8
5	5	azl	2	1	6
5	5	azl	3	1	8
5	5	azl	4	1	8
5	5	azl	5	1	8
5	5	azl	6	1	8
5	1	brn	1	2	7
5	1	brn	2	2	8
5	1	brn	3	2	6
5	1	brn	4	2	7
5	1	brn	5	2	7
5	1	brn	6	2	6
5	2	vrm	1	2	9
5	2	vrm	2	2	5
5	2	vrm	3	2	5
5	2	vrm	4	2	8
5	2	vrm	5	2	6
5	2	vrm	6	2	6
5	3	vrd	1	2	8
5	3	vrd	2	2	9
5	3	vrd	3	2	8
5	3	vrd	4	2	9
5	3	vrd	5	2	7
5	3	vrd	6	2	6
5	4	amr	1	2	8
5	4	amr	2	2	6
5	4	amr	3	2	5
5	4	amr	4	2	6
5	4	amr	5	2	8
5	4	amr	6	2	6
5	5	azl	1	2	7
5	5	azl	2	2	6
5	5	azl	3	2	7
5	5	azl	4	2	9
5	5	azl	5	2	8
5	5	azl	6	2	8
5	1	brn	1	3	8
5	1	brn	2	3	6
5	1	brn	3	3	7
5	1	brn	4	3	6
5	1	brn	5	3	6
5	1	brn	6	3	4
5	2	vrm	1	3	8
5	2	vrm	2	3	7
5	2	vrm	3	3	4
5	2	vrm	4	3	11
5	2	vrm	5	3	4
5	2	vrm	6	3	6
5	3	vrd	1	3	10
5	3	vrd	2	3	8
5	3	vrd	3	3	7
5	3	vrd	4	3	7
5	3	vrd	5	3	6
5	3	vrd	6	3	6
5	4	amr	1	3	6
5	4	amr	2	3	7
5	4	amr	3	3	9
5	4	amr	4	3	9
5	4	amr	5	3	7
5	4	amr	6	3	6
5	5	azl	1	3	9
5	5	azl	2	3	7
5	5	azl	3	3	8
5	5	azl	4	3	9
5	5	azl	5	3	8
5	5	azl	6	3	8
5	1	brn	1	4	8
5	1	brn	2	4	6
5	1	brn	3	4	6
5	1	brn	4	4	9
5	1	brn	5	4	8
5	1	brn	6	4	5
5	2	vrm	1	4	7
5	2	vrm	2	4	6
5	2	vrm	3	4	7
5	2	vrm	4	4	10
5	2	vrm	5	4	8
5	2	vrm	6	4	8
5	3	vrd	1	4	9
5	3	vrd	2	4	7
5	3	vrd	3	4	6
5	3	vrd	4	4	8
5	3	vrd	5	4	6
5	3	vrd	6	4	6
5	4	amr	1	4	8
5	4	amr	2	4	8
5	4	amr	3	4	8
5	4	amr	4	4	7
5	4	amr	5	4	8
5	4	amr	6	4	8
5	5	azl	1	4	9
5	5	azl	2	4	6
5	5	azl	3	4	9
5	5	azl	4	4	8
5	5	azl	5	4	7
5	5	azl	6	4	8
5	1	brn	1	5	7
5	1	brn	2	5	6
5	1	brn	3	5	8
5	1	brn	4	5	6
5	1	brn	5	5	6
5	1	brn	6	5	5
5	2	vrm	1	5	8
5	2	vrm	2	5	5
5	2	vrm	3	5	6
5	2	vrm	4	5	7
5	2	vrm	5	5	7
5	2	vrm	6	5	4
5	3	vrd	1	5	9
5	3	vrd	2	5	8
5	3	vrd	3	5	6
5	3	vrd	4	5	8
5	3	vrd	5	5	7
5	3	vrd	6	5	9
5	4	amr	1	5	8
5	4	amr	2	5	6
5	4	amr	3	5	7
5	4	amr	4	5	6
5	4	amr	5	5	9
5	4	amr	6	5	8
5	5	azl	1	5	8
5	5	azl	2	5	7
5	5	azl	3	5	8
5	5	azl	4	5	9
5	5	azl	5	5	8
5	5	azl	6	5	7
5	1	brn	1	6	7
5	1	brn	2	6	9
5	1	brn	3	6	6
5	1	brn	4	6	7
5	1	brn	5	6	7
5	1	brn	6	6	4
5	2	vrm	1	6	9
5	2	vrm	2	6	5
5	2	vrm	3	6	6
5	2	vrm	4	6	9
5	2	vrm	5	6	4
5	2	vrm	6	6	6
5	3	vrd	1	6	7
5	3	vrd	2	6	8
5	3	vrd	3	6	8
5	3	vrd	4	6	7
5	3	vrd	5	6	6
5	3	vrd	6	6	6
5	4	amr	1	6	10
5	4	amr	2	6	7
5	4	amr	3	6	9
5	4	amr	4	6	5
5	4	amr	5	6	9
5	4	amr	6	6	7
5	5	azl	1	6	7
5	5	azl	2	6	7
5	5	azl	3	6	7
5	5	azl	4	6	6
5	5	azl	5	6	7
5	5	azl	6	6	7
5	1	brn	1	7	8
5	1	brn	2	7	5
5	1	brn	3	7	8
5	1	brn	4	7	6
5	1	brn	5	7	7
5	1	brn	6	7	6
5	2	vrm	1	7	9
5	2	vrm	2	7	7
5	2	vrm	3	7	6
5	2	vrm	4	7	8
5	2	vrm	5	7	7
5	2	vrm	6	7	5
5	3	vrd	1	7	7
5	3	vrd	2	7	7
5	3	vrd	3	7	6
5	3	vrd	4	7	9
5	3	vrd	5	7	7
5	3	vrd	6	7	8
5	4	amr	1	7	9
5	4	amr	2	7	7
5	4	amr	3	7	9
5	4	amr	4	7	6
5	4	amr	5	7	8
5	4	amr	6	7	7
5	5	azl	1	7	8
5	5	azl	2	7	6
5	5	azl	3	7	8
5	5	azl	4	7	8
5	5	azl	5	7	7
5	5	azl	6	7	9
5	1	brn	1	8	7
5	1	brn	2	8	7
5	1	brn	3	8	8
5	1	brn	4	8	8
5	1	brn	5	8	5
5	1	brn	6	8	10
5	2	vrm	1	8	6
5	2	vrm	2	8	9
5	2	vrm	3	8	5
5	2	vrm	4	8	6
5	2	vrm	5	8	8
5	2	vrm	6	8	9
5	3	vrd	1	8	8
5	3	vrd	2	8	7
5	3	vrd	3	8	8
5	3	vrd	4	8	10
5	3	vrd	5	8	8
5	3	vrd	6	8	8
5	4	amr	1	8	8
5	4	amr	2	8	6
5	4	amr	3	8	8
5	4	amr	4	8	9
5	4	amr	5	8	6
5	4	amr	6	8	8
5	5	azl	1	8	8
5	5	azl	2	8	8
5	5	azl	3	8	7
5	5	azl	4	8	8
5	5	azl	5	8	8
5	5	azl	6	8	9
5	1	brn	1	9	9
5	1	brn	2	9	3
5	1	brn	3	9	5
5	1	brn	4	9	9
5	1	brn	5	9	6
5	1	brn	6	9	7
5	2	vrm	1	9	11
5	2	vrm	2	9	5
5	2	vrm	3	9	5
5	2	vrm	4	9	6
5	2	vrm	5	9	6
5	2	vrm	6	9	5
5	3	vrd	1	9	9
5	3	vrd	2	9	7
5	3	vrd	3	9	5
5	3	vrd	4	9	4
5	3	vrd	5	9	4
5	3	vrd	6	9	9
5	4	amr	1	9	8
5	4	amr	2	9	7
5	4	amr	3	9	8
5	4	amr	4	9	6
5	4	amr	5	9	10
5	4	amr	6	9	8
5	5	azl	1	9	9
5	5	azl	2	9	6
5	5	azl	3	9	7
5	5	azl	4	9	6
5	5	azl	5	9	7
5	5	azl	6	9	6
5	1	brn	1	10	7
5	1	brn	2	10	7
5	1	brn	3	10	5
5	1	brn	4	10	7
5	1	brn	5	10	8
5	1	brn	6	10	6
5	2	vrm	1	10	9
5	2	vrm	2	10	6
5	2	vrm	3	10	6
5	2	vrm	4	10	9
5	2	vrm	5	10	6
5	2	vrm	6	10	7
5	3	vrd	1	10	6
5	3	vrd	2	10	7
5	3	vrd	3	10	9
5	3	vrd	4	10	7
5	3	vrd	5	10	6
5	3	vrd	6	10	9
5	4	amr	1	10	10
5	4	amr	2	10	6
5	4	amr	3	10	4
5	4	amr	4	10	7
5	4	amr	5	10	7
5	4	amr	6	10	6
5	5	azl	1	10	9
5	5	azl	2	10	7
5	5	azl	3	10	8
5	5	azl	4	10	7
5	5	azl	5	10	6
5	5	azl	6	10	6
5	1	brn	1	11	9
5	1	brn	2	11	5
5	1	brn	3	11	6
5	1	brn	4	11	10
5	1	brn	5	11	6
5	1	brn	6	11	6
5	2	vrm	1	11	9
5	2	vrm	2	11	6
5	2	vrm	3	11	3
5	2	vrm	4	11	8
5	2	vrm	5	11	8
5	2	vrm	6	11	8
5	3	vrd	1	11	10
5	3	vrd	2	11	9
5	3	vrd	3	11	7
5	3	vrd	4	11	6
5	3	vrd	5	11	7
5	3	vrd	6	11	6
5	4	amr	1	11	9
5	4	amr	2	11	6
5	4	amr	3	11	3
5	4	amr	4	11	7
5	4	amr	5	11	9
5	4	amr	6	11	7
5	5	azl	1	11	8
5	5	azl	2	11	7
5	5	azl	3	11	8
5	5	azl	4	11	8
5	5	azl	5	11	7
5	5	azl	6	11	10
5	1	brn	1	12	7
5	1	brn	2	12	5
5	1	brn	3	12	7
5	1	brn	4	12	7
5	1	brn	5	12	4
5	1	brn	6	12	4
5	2	vrm	1	12	9
5	2	vrm	2	12	4
5	2	vrm	3	12	7
5	2	vrm	4	12	10
5	2	vrm	5	12	7
5	2	vrm	6	12	8
5	3	vrd	1	12	9
5	3	vrd	2	12	8
5	3	vrd	3	12	7
5	3	vrd	4	12	7
5	3	vrd	5	12	6
5	3	vrd	6	12	6
5	4	amr	1	12	9
5	4	amr	2	12	7
5	4	amr	3	12	6
5	4	amr	4	12	5
5	4	amr	5	12	8
5	4	amr	6	12	7
5	5	azl	1	12	8
5	5	azl	2	12	5
5	5	azl	3	12	7
5	5	azl	4	12	8
5	5	azl	5	12	7
5	5	azl	6	12	8
5	1	brn	1	13	8
5	1	brn	2	13	6
5	1	brn	3	13	7
5	1	brn	4	13	8
5	1	brn	5	13	9
5	1	brn	6	13	6
5	2	vrm	1	13	9
5	2	vrm	2	13	8
5	2	vrm	3	13	6
5	2	vrm	4	13	9
5	2	vrm	5	13	6
5	2	vrm	6	13	6
5	3	vrd	1	13	8
5	3	vrd	2	13	6
5	3	vrd	3	13	7
5	3	vrd	4	13	7
5	3	vrd	5	13	6
5	3	vrd	6	13	8
5	4	amr	1	13	7
5	4	amr	2	13	7
5	4	amr	3	13	6
5	4	amr	4	13	4
5	4	amr	5	13	8
5	4	amr	6	13	7
5	5	azl	1	13	9
5	5	azl	2	13	2
5	5	azl	3	13	6
5	5	azl	4	13	7
5	5	azl	5	13	7
5	5	azl	6	13	7
5	1	brn	1	14	5
5	1	brn	2	14	8
5	1	brn	3	14	6
5	1	brn	4	14	5
5	1	brn	5	14	6
5	1	brn	6	14	7
5	2	vrm	1	14	7
5	2	vrm	2	14	5
